Date,Provider,Service,Region,Amount,Usage_Type,Efficiency_Score
2024-08-29,Azure,SQL Database,global,3012.79,on-demand,42
2024-08-29,AWS,Kubernetes,global,3206.45,on-demand,53
2024-08-30,GCP,BigQuery,global,4548.53,reserved,66
2024-08-30,GCP,Compute Engine,global,918.1,reserved,36
2024-08-30,GCP,Compute Engine,global,4679.66,reserved,78
2024-08-30,AWS,EC2,global,4176.25,on-demand,57
2024-08-31,Azure,Fabric,global,3242.03,on-demand,87
2024-08-31,Azure,AKS,global,3151.24,reserved,44
2024-08-31,AWS,Databricks,global,2000.57,reserved,69
2024-09-01,SaaS,Snowflake,global,4004.1,on-demand,88
2024-09-01,AWS,Snowflake,global,4247.18,reserved,30
2024-09-01,SaaS,Snowflake,global,1053.09,on-demand,75
2024-09-02,Azure,AKS,global,2997.1,reserved,64
2024-09-02,GCP,BigQuery,global,3121.35,on-demand,34
2024-09-02,GCP,BigQuery,global,3332.11,on-demand,55
2024-09-03,GCP,BigQuery,global,1092.11,reserved,35
2024-09-03,GCP,BigQuery,global,551.29,on-demand,33
2024-09-03,Azure,SQL Database,global,689.16,reserved,71
2024-09-03,SaaS,Snowflake,global,719.72,on-demand,37
2024-09-04,SaaS,Snowflake,global,3274.28,reserved,62
2024-09-04,Azure,AKS,global,1989.77,on-demand,71
2024-09-04,GCP,BigQuery,global,3736.54,reserved,71
2024-09-04,Azure,Fabric,global,1002.97,reserved,31
2024-09-04,AWS,Databricks,global,551.72,reserved,46
2024-09-04,SaaS,Snowflake,global,1416.9,on-demand,38
2024-09-05,AWS,Kubernetes,global,1684.98,on-demand,65
2024-09-05,Azure,VMs,global,2066.92,on-demand,41
2024-09-05,GCP,Compute Engine,global,2792.35,on-demand,93
2024-09-06,AWS,RDS,global,2954.07,reserved,81
2024-09-06,SaaS,Snowflake,global,1118.07,reserved,54
2024-09-06,SaaS,Databricks,global,1688.06,reserved,68
2024-09-06,SaaS,Snowflake,global,902.93,on-demand,30
2024-09-06,Azure,SQL Database,global,4895.05,reserved,36
2024-09-06,GCP,Compute Engine,global,764.64,on-demand,92
2024-09-07,GCP,BigQuery,global,4438.33,reserved,48
2024-09-07,GCP,Compute Engine,global,2017.54,on-demand,58
2024-09-07,Azure,AKS,global,4518.08,on-demand,58
2024-09-08,AWS,Kubernetes,global,1165.18,on-demand,66
2024-09-08,GCP,Compute Engine,global,2138.79,on-demand,79
2024-09-08,GCP,BigQuery,global,3120.92,reserved,34
2024-09-08,Azure,SQL Database,global,2933.94,on-demand,87
2024-09-08,GCP,BigQuery,global,3367.32,reserved,90
2024-09-09,Azure,Fabric,global,2154.14,on-demand,45
2024-09-09,Azure,SQL Database,global,3413.28,on-demand,77
2024-09-09,AWS,RDS,global,2548.67,reserved,72
2024-09-09,AWS,Kubernetes,global,1196.74,reserved,54
2024-09-09,Azure,Fabric,global,1912.91,reserved,68
2024-09-10,AWS,Databricks,global,3553.2,on-demand,80
2024-09-10,AWS,RDS,global,4022.93,reserved,37
2024-09-10,AWS,RDS,global,3577.75,on-demand,61
2024-09-11,AWS,Databricks,global,4093.78,reserved,77
2024-09-11,SaaS,Snowflake,global,909.57,reserved,81
2024-09-11,Azure,Fabric,global,604.29,reserved,47
2024-09-11,Azure,VMs,global,4564.32,reserved,73
2024-09-11,AWS,Snowflake,global,2928.82,reserved,42
2024-09-12,Azure,Fabric,global,3920.7,on-demand,76
2024-09-12,AWS,RDS,global,1415.8,reserved,53
2024-09-12,SaaS,Snowflake,global,4895.88,reserved,93
2024-09-13,AWS,Snowflake,global,2506.86,reserved,48
2024-09-13,SaaS,Databricks,global,3520.25,on-demand,68
2024-09-13,AWS,Kubernetes,global,2692.11,reserved,71
2024-09-13,Azure,AKS,global,3431.61,on-demand,67
2024-09-14,AWS,Snowflake,global,1179.64,reserved,90
2024-09-14,SaaS,Snowflake,global,3540.04,on-demand,76
2024-09-14,Azure,Fabric,global,2252.22,reserved,47
2024-09-14,SaaS,Snowflake,global,3721.09,reserved,91
2024-09-14,AWS,Snowflake,global,3111.36,on-demand,87
2024-09-15,SaaS,Databricks,global,2116.19,reserved,84
2024-09-15,Azure,VMs,global,1259.8,on-demand,36
2024-09-15,SaaS,Databricks,global,2100.5,reserved,79
2024-09-15,SaaS,Databricks,global,2525.03,reserved,49
2024-09-15,AWS,Kubernetes,global,941.16,on-demand,79
2024-09-15,AWS,Kubernetes,global,4551.92,on-demand,92
2024-09-16,SaaS,Databricks,global,3464.41,reserved,87
2024-09-16,SaaS,Snowflake,global,3050.19,on-demand,89
2024-09-16,GCP,Compute Engine,global,1495.13,reserved,68
2024-09-16,SaaS,Databricks,global,4339.43,on-demand,67
2024-09-17,GCP,Compute Engine,global,3337.53,on-demand,67
2024-09-17,Azure,Fabric,global,552.67,reserved,61
2024-09-17,SaaS,Databricks,global,3925.71,reserved,47
2024-09-18,Azure,SQL Database,global,2374.3,on-demand,49
2024-09-18,GCP,BigQuery,global,1611.34,on-demand,70
2024-09-18,GCP,Compute Engine,global,902.79,reserved,44
2024-09-18,AWS,Databricks,global,3603.26,on-demand,50
2024-09-18,GCP,BigQuery,global,3150.16,on-demand,71
2024-09-18,AWS,RDS,global,913.31,on-demand,48
2024-09-19,Azure,AKS,global,3144.2,on-demand,58
2024-09-19,AWS,RDS,global,941.39,on-demand,62
2024-09-19,AWS,Databricks,global,1874.16,on-demand,95
2024-09-19,GCP,Compute Engine,global,4294.95,on-demand,40
2024-09-19,SaaS,Databricks,global,1995.99,on-demand,79
2024-09-19,AWS,RDS,global,621.1,reserved,50
2024-09-20,GCP,Compute Engine,global,791.66,reserved,46
2024-09-20,Azure,VMs,global,2966.82,on-demand,73
2024-09-20,Azure,Fabric,global,4592.45,reserved,65
2024-09-20,GCP,Compute Engine,global,3225.83,reserved,67
2024-09-21,Azure,VMs,global,2563.26,reserved,84
2024-09-21,Azure,Fabric,global,2943.43,on-demand,88
2024-09-21,GCP,BigQuery,global,3965.3,reserved,81
2024-09-21,AWS,EC2,global,2487.48,reserved,50
2024-09-22,AWS,Kubernetes,global,3765.08,reserved,62
2024-09-22,Azure,VMs,global,1621.79,on-demand,53
2024-09-22,Azure,VMs,global,2375.93,reserved,68
2024-09-22,AWS,RDS,global,3978.91,reserved,67
2024-09-22,SaaS,Databricks,global,2366.49,reserved,56
2024-09-23,Azure,SQL Database,global,923.55,on-demand,52
2024-09-23,SaaS,Snowflake,global,589.92,reserved,61
2024-09-23,GCP,Compute Engine,global,3383.77,on-demand,57
2024-09-23,Azure,SQL Database,global,2008.35,on-demand,48
2024-09-23,AWS,EC2,global,4858.76,on-demand,33
2024-09-23,Azure,Fabric,global,3359.89,reserved,77
2024-09-24,SaaS,Snowflake,global,4153.28,reserved,53
2024-09-24,Azure,VMs,global,3534.21,reserved,54
2024-09-24,Azure,Fabric,global,1063.28,on-demand,83
2024-09-24,GCP,BigQuery,global,4028.6,on-demand,49
2024-09-24,Azure,AKS,global,3001.65,on-demand,95
2024-09-25,Azure,SQL Database,global,2264.87,reserved,60
2024-09-25,SaaS,Snowflake,global,750.26,on-demand,31
2024-09-25,Azure,VMs,global,523.55,on-demand,82
2024-09-25,AWS,Kubernetes,global,3670.19,on-demand,50
2024-09-25,SaaS,Snowflake,global,1267.07,reserved,62
2024-09-26,GCP,Compute Engine,global,2814.09,on-demand,37
2024-09-26,AWS,RDS,global,1482.59,on-demand,35
2024-09-26,Azure,AKS,global,2989.79,on-demand,68
2024-09-27,SaaS,Snowflake,global,1324.78,on-demand,92
2024-09-27,SaaS,Snowflake,global,1455.0,reserved,31
2024-09-27,Azure,AKS,global,3876.24,on-demand,81
2024-09-27,GCP,Compute Engine,global,4131.07,reserved,89
2024-09-28,Azure,AKS,global,3623.6,reserved,36
2024-09-28,AWS,EC2,global,3726.88,reserved,38
2024-09-28,AWS,Snowflake,global,4901.04,on-demand,39
2024-09-29,AWS,Snowflake,global,3693.27,on-demand,40
2024-09-29,Azure,VMs,global,4723.37,on-demand,91
2024-09-29,Azure,VMs,global,3630.75,on-demand,88
2024-09-29,SaaS,Snowflake,global,4675.43,reserved,54
2024-09-29,Azure,AKS,global,1464.27,on-demand,93
2024-09-30,GCP,BigQuery,global,1993.51,reserved,95
2024-09-30,SaaS,Snowflake,global,3835.11,on-demand,41
2024-09-30,SaaS,Databricks,global,2193.57,on-demand,81
2024-10-01,SaaS,Databricks,global,1665.92,on-demand,69
2024-10-01,SaaS,Snowflake,global,4680.07,reserved,31
2024-10-01,GCP,Compute Engine,global,902.62,reserved,44
2024-10-01,AWS,Snowflake,global,2102.23,on-demand,49
2024-10-01,Azure,VMs,global,737.92,on-demand,51
2024-10-01,GCP,Compute Engine,global,3889.06,on-demand,36
2024-10-02,GCP,Compute Engine,global,4398.8,on-demand,48
2024-10-02,SaaS,Databricks,global,577.69,reserved,43
2024-10-02,AWS,RDS,global,2152.86,reserved,53
2024-10-02,GCP,Compute Engine,global,4082.24,reserved,86
2024-10-03,SaaS,Snowflake,global,4336.05,on-demand,54
2024-10-03,GCP,Compute Engine,global,3490.59,reserved,59
2024-10-03,GCP,BigQuery,global,4420.82,reserved,59
2024-10-03,Azure,SQL Database,global,579.89,on-demand,73
2024-10-04,GCP,BigQuery,global,3859.34,on-demand,82
2024-10-04,SaaS,Databricks,global,4836.49,on-demand,78
2024-10-04,SaaS,Databricks,global,823.88,reserved,41
2024-10-04,Azure,AKS,global,2286.87,reserved,64
2024-10-05,GCP,Compute Engine,global,1128.08,on-demand,82
2024-10-05,SaaS,Databricks,global,1378.12,on-demand,88
2024-10-05,Azure,Fabric,global,3768.26,reserved,89
2024-10-06,Azure,Fabric,global,1312.23,on-demand,46
2024-10-06,Azure,SQL Database,global,4553.52,on-demand,32
2024-10-06,Azure,VMs,global,3688.31,reserved,58
2024-10-06,SaaS,Databricks,global,2265.61,reserved,82
2024-10-06,Azure,AKS,global,1521.92,on-demand,34
2024-10-06,GCP,Compute Engine,global,3606.19,on-demand,46
2024-10-07,SaaS,Databricks,global,3673.75,reserved,33
2024-10-07,AWS,Snowflake,global,4697.31,on-demand,68
2024-10-07,Azure,AKS,global,2159.15,on-demand,91
2024-10-07,AWS,EC2,global,2206.87,reserved,89
2024-10-08,SaaS,Snowflake,global,2682.36,on-demand,81
2024-10-08,SaaS,Snowflake,global,1270.4,on-demand,92
2024-10-08,SaaS,Snowflake,global,2462.1,reserved,53
2024-10-08,AWS,RDS,global,2179.43,on-demand,39
2024-10-08,GCP,Compute Engine,global,1132.47,reserved,78
2024-10-08,Azure,AKS,global,4424.83,reserved,71
2024-10-09,GCP,Compute Engine,global,3112.52,on-demand,72
2024-10-09,GCP,BigQuery,global,1613.92,on-demand,86
2024-10-09,GCP,Compute Engine,global,1575.27,on-demand,67
2024-10-09,SaaS,Snowflake,global,1002.37,reserved,52
2024-10-10,GCP,Compute Engine,global,2429.87,on-demand,60
2024-10-10,GCP,Compute Engine,global,2718.83,on-demand,58
2024-10-10,Azure,AKS,global,4115.9,reserved,77
2024-10-11,SaaS,Snowflake,global,2336.52,on-demand,78
2024-10-11,AWS,EC2,global,3193.99,on-demand,52
2024-10-11,GCP,Compute Engine,global,3515.35,reserved,77
2024-10-12,AWS,RDS,global,1433.96,on-demand,82
2024-10-12,Azure,Fabric,global,3731.38,reserved,94
2024-10-12,SaaS,Snowflake,global,4347.75,on-demand,64
2024-10-12,GCP,BigQuery,global,3516.92,on-demand,39
2024-10-12,GCP,Compute Engine,global,4684.55,on-demand,58
2024-10-12,AWS,Snowflake,global,1265.32,on-demand,30
2024-10-13,SaaS,Snowflake,global,4737.64,reserved,31
2024-10-13,SaaS,Databricks,global,3340.31,on-demand,33
2024-10-13,GCP,Compute Engine,global,3221.01,reserved,84
2024-10-13,GCP,Compute Engine,global,4468.74,reserved,37
2024-10-13,Azure,SQL Database,global,894.97,reserved,32
2024-10-13,AWS,Kubernetes,global,2646.59,on-demand,37
2024-10-14,AWS,Kubernetes,global,4353.79,on-demand,41
2024-10-14,Azure,VMs,global,1784.83,on-demand,67
2024-10-14,Azure,SQL Database,global,4155.28,on-demand,73
2024-10-14,AWS,Databricks,global,901.31,on-demand,87
2024-10-14,AWS,Kubernetes,global,3101.6,on-demand,37
2024-10-14,GCP,BigQuery,global,1725.75,on-demand,94
2024-10-15,SaaS,Databricks,global,628.07,reserved,67
2024-10-15,GCP,BigQuery,global,3833.96,on-demand,65
2024-10-15,SaaS,Databricks,global,2621.8,on-demand,86
2024-10-15,GCP,BigQuery,global,769.61,on-demand,50
2024-10-15,Azure,SQL Database,global,1904.87,on-demand,71
2024-10-15,GCP,Compute Engine,global,642.35,on-demand,30
2024-10-16,SaaS,Databricks,global,4113.24,reserved,46
2024-10-16,AWS,Snowflake,global,700.66,reserved,32
2024-10-16,AWS,RDS,global,2343.96,reserved,60
2024-10-17,AWS,Kubernetes,global,3320.15,on-demand,76
2024-10-17,SaaS,Snowflake,global,2794.56,reserved,32
2024-10-17,Azure,VMs,global,3819.48,reserved,43
2024-10-17,SaaS,Databricks,global,2680.19,reserved,84
2024-10-18,GCP,Compute Engine,global,4090.82,on-demand,89
2024-10-18,GCP,Compute Engine,global,4627.11,reserved,34
2024-10-18,AWS,Snowflake,global,4975.2,reserved,71
2024-10-19,GCP,BigQuery,global,4417.69,reserved,95
2024-10-19,GCP,Compute Engine,global,2828.84,reserved,85
2024-10-19,Azure,AKS,global,3582.66,reserved,62
2024-10-20,Azure,VMs,global,1708.2,reserved,64
2024-10-20,GCP,Compute Engine,global,3765.45,reserved,48
2024-10-20,Azure,Fabric,global,1010.89,reserved,61
2024-10-20,AWS,RDS,global,3854.16,reserved,70
2024-10-21,Azure,AKS,global,2947.2,on-demand,78
2024-10-21,GCP,Compute Engine,global,2655.28,on-demand,85
2024-10-21,AWS,RDS,global,1686.81,reserved,66
2024-10-21,AWS,Snowflake,global,2251.31,on-demand,56
2024-10-21,Azure,Fabric,global,4888.17,on-demand,87
2024-10-21,Azure,AKS,global,3152.7,reserved,77
2024-10-22,SaaS,Databricks,global,1107.68,on-demand,30
2024-10-22,Azure,SQL Database,global,3279.67,reserved,85
2024-10-22,GCP,BigQuery,global,3228.11,on-demand,53
2024-10-22,GCP,Compute Engine,global,1921.26,reserved,61
2024-10-22,GCP,Compute Engine,global,1929.71,reserved,51
2024-10-23,Azure,Fabric,global,3729.95,reserved,65
2024-10-23,Azure,SQL Database,global,1584.82,on-demand,79
2024-10-23,AWS,RDS,global,814.0,reserved,41
2024-10-23,Azure,AKS,global,1470.95,on-demand,92
2024-10-23,SaaS,Snowflake,global,3202.95,on-demand,48
2024-10-24,AWS,EC2,global,2889.02,on-demand,34
2024-10-24,GCP,Compute Engine,global,3587.77,reserved,78
2024-10-24,SaaS,Snowflake,global,2297.62,reserved,64
2024-10-25,Azure,Fabric,global,2893.32,reserved,54
2024-10-25,Azure,AKS,global,2913.32,reserved,38
2024-10-25,SaaS,Databricks,global,3690.49,on-demand,95
2024-10-25,Azure,VMs,global,3297.2,reserved,31
2024-10-25,AWS,EC2,global,4678.83,reserved,80
2024-10-26,AWS,Databricks,global,3270.91,reserved,85
2024-10-26,GCP,Compute Engine,global,1960.73,reserved,88
2024-10-26,Azure,Fabric,global,3288.32,on-demand,69
2024-10-26,AWS,EC2,global,1661.95,on-demand,46
2024-10-27,Azure,AKS,global,545.58,on-demand,37
2024-10-27,GCP,Compute Engine,global,2628.09,on-demand,62
2024-10-27,Azure,Fabric,global,4899.93,reserved,86
2024-10-27,SaaS,Snowflake,global,2419.21,reserved,80
2024-10-27,SaaS,Databricks,global,1701.1,on-demand,59
2024-10-27,GCP,BigQuery,global,956.91,on-demand,80
2024-10-28,GCP,Compute Engine,global,1277.3,reserved,79
2024-10-28,AWS,EC2,global,1496.74,on-demand,56
2024-10-28,AWS,EC2,global,4593.22,on-demand,45
2024-10-28,Azure,SQL Database,global,4319.97,on-demand,87
2024-10-28,AWS,RDS,global,720.16,reserved,92
2024-10-28,GCP,BigQuery,global,1535.4,reserved,76
2024-10-29,AWS,Databricks,global,1243.78,on-demand,57
2024-10-29,AWS,EC2,global,2351.57,reserved,63
2024-10-29,AWS,Kubernetes,global,619.22,reserved,38
2024-10-30,SaaS,Databricks,global,4220.88,reserved,82
2024-10-30,GCP,BigQuery,global,1774.7,on-demand,63
2024-10-30,AWS,EC2,global,4904.97,reserved,43
2024-10-30,AWS,Databricks,global,1751.4,on-demand,47
2024-10-30,AWS,RDS,global,3868.01,on-demand,94
2024-10-31,GCP,Compute Engine,global,2883.27,reserved,84
2024-10-31,SaaS,Snowflake,global,4009.64,reserved,40
2024-10-31,Azure,Fabric,global,2607.97,reserved,44
2024-11-01,GCP,Compute Engine,global,1544.9,reserved,30
2024-11-01,AWS,Kubernetes,global,3020.17,on-demand,74
2024-11-01,Azure,Fabric,global,1145.06,on-demand,80
2024-11-01,GCP,Compute Engine,global,1702.3,on-demand,46
2024-11-01,SaaS,Databricks,global,3647.83,reserved,54
2024-11-02,Azure,Fabric,global,1177.81,on-demand,66
2024-11-02,SaaS,Databricks,global,2512.43,on-demand,35
2024-11-02,AWS,RDS,global,3439.88,on-demand,59
2024-11-03,AWS,Kubernetes,global,4012.97,on-demand,68
2024-11-03,SaaS,Databricks,global,4072.73,on-demand,68
2024-11-03,AWS,RDS,global,1868.99,reserved,66
2024-11-03,AWS,Databricks,global,1677.65,on-demand,53
2024-11-04,SaaS,Snowflake,global,784.58,on-demand,57
2024-11-04,Azure,AKS,global,3841.53,on-demand,70
2024-11-04,SaaS,Databricks,global,2192.19,reserved,82
2024-11-04,SaaS,Databricks,global,4506.72,on-demand,52
2024-11-04,SaaS,Snowflake,global,2687.16,on-demand,68
2024-11-05,GCP,Compute Engine,global,2388.91,on-demand,31
2024-11-05,GCP,BigQuery,global,4456.27,reserved,62
2024-11-05,GCP,Compute Engine,global,4478.19,on-demand,59
2024-11-05,GCP,BigQuery,global,2089.7,on-demand,87
2024-11-05,Azure,AKS,global,4514.56,reserved,42
2024-11-06,SaaS,Databricks,global,4324.25,on-demand,77
2024-11-06,SaaS,Snowflake,global,4401.76,reserved,33
2024-11-06,GCP,Compute Engine,global,3698.7,on-demand,49
2024-11-07,Azure,Fabric,global,2459.75,reserved,65
2024-11-07,GCP,BigQuery,global,3364.73,on-demand,47
2024-11-07,AWS,Databricks,global,3956.13,reserved,79
2024-11-07,Azure,VMs,global,2798.13,reserved,71
2024-11-07,GCP,BigQuery,global,927.27,on-demand,86
2024-11-08,SaaS,Databricks,global,4860.18,on-demand,77
2024-11-08,SaaS,Databricks,global,3631.93,reserved,52
2024-11-08,GCP,BigQuery,global,4851.51,on-demand,95
2024-11-09,SaaS,Snowflake,global,1880.34,on-demand,34
2024-11-09,Azure,Fabric,global,2549.23,on-demand,44
2024-11-09,Azure,AKS,global,2350.68,on-demand,79
2024-11-09,SaaS,Snowflake,global,1953.98,on-demand,58
2024-11-10,Azure,Fabric,global,2533.99,on-demand,68
2024-11-10,SaaS,Databricks,global,2924.06,reserved,75
2024-11-10,GCP,Compute Engine,global,2637.99,on-demand,78
2024-11-11,Azure,AKS,global,1970.69,reserved,36
2024-11-11,SaaS,Databricks,global,1054.36,on-demand,80
2024-11-11,Azure,AKS,global,564.12,reserved,84
2024-11-11,AWS,Kubernetes,global,2971.27,on-demand,70
2024-11-11,AWS,Snowflake,global,4944.84,on-demand,57
2024-11-12,Azure,AKS,global,2274.07,reserved,84
2024-11-12,SaaS,Snowflake,global,3825.15,reserved,92
2024-11-12,AWS,EC2,global,694.96,reserved,74
2024-11-13,Azure,VMs,global,2982.37,reserved,70
2024-11-13,Azure,VMs,global,1271.93,reserved,37
2024-11-13,GCP,Compute Engine,global,2290.92,reserved,59
2024-11-13,AWS,Databricks,global,3865.21,on-demand,79
2024-11-13,GCP,BigQuery,global,4368.46,reserved,34
2024-11-14,AWS,RDS,global,1150.47,on-demand,58
2024-11-14,SaaS,Databricks,global,3474.26,reserved,32
2024-11-14,GCP,BigQuery,global,2785.31,reserved,92
2024-11-14,SaaS,Snowflake,global,1317.8,reserved,66
2024-11-14,AWS,EC2,global,744.26,on-demand,70
2024-11-14,Azure,Fabric,global,909.01,on-demand,64
2024-11-15,SaaS,Snowflake,global,3572.95,on-demand,93
2024-11-15,Azure,Fabric,global,4440.56,on-demand,90
2024-11-15,AWS,Kubernetes,global,2054.34,reserved,53
2024-11-16,AWS,RDS,global,531.07,on-demand,33
2024-11-16,SaaS,Databricks,global,2657.89,on-demand,70
2024-11-16,AWS,Databricks,global,3608.8,on-demand,31
2024-11-16,SaaS,Databricks,global,1566.37,reserved,93
2024-11-17,GCP,BigQuery,global,4279.22,on-demand,75
2024-11-17,GCP,Compute Engine,global,1191.66,reserved,74
2024-11-17,AWS,Snowflake,global,1575.9,on-demand,56
2024-11-17,Azure,Fabric,global,1997.49,reserved,47
2024-11-17,SaaS,Databricks,global,864.52,reserved,48
2024-11-18,SaaS,Databricks,global,3294.62,reserved,64
2024-11-18,SaaS,Databricks,global,1037.35,reserved,34
2024-11-18,AWS,RDS,global,1794.52,reserved,74
2024-11-18,AWS,Kubernetes,global,3894.17,reserved,46
2024-11-18,Azure,VMs,global,3579.84,on-demand,70
2024-11-18,AWS,Databricks,global,673.45,reserved,39
2024-11-19,SaaS,Databricks,global,2420.28,reserved,62
2024-11-19,SaaS,Databricks,global,1251.97,on-demand,95
2024-11-19,AWS,Kubernetes,global,4147.59,on-demand,39
2024-11-19,Azure,SQL Database,global,910.27,on-demand,72
2024-11-19,SaaS,Snowflake,global,1094.06,reserved,95
2024-11-19,SaaS,Snowflake,global,3548.43,reserved,81
2024-11-20,Azure,SQL Database,global,1438.63,on-demand,74
2024-11-20,SaaS,Snowflake,global,3937.65,on-demand,34
2024-11-20,AWS,Databricks,global,1745.12,reserved,86
2024-11-20,SaaS,Snowflake,global,2389.21,on-demand,84
2024-11-20,GCP,BigQuery,global,3776.91,reserved,62
2024-11-21,AWS,Snowflake,global,1628.14,reserved,75
2024-11-21,Azure,Fabric,global,837.86,reserved,83
2024-11-21,Azure,Fabric,global,4860.36,reserved,84
2024-11-21,GCP,Compute Engine,global,1052.29,on-demand,47
2024-11-22,Azure,Fabric,global,4890.35,reserved,33
2024-11-22,AWS,Databricks,global,532.13,reserved,44
2024-11-22,Azure,Fabric,global,1952.53,reserved,30
2024-11-22,Azure,AKS,global,3800.48,reserved,53
2024-11-22,Azure,Fabric,global,882.82,on-demand,72
2024-11-23,GCP,BigQuery,global,2082.62,on-demand,65
2024-11-23,Azure,AKS,global,4397.13,reserved,39
2024-11-23,Azure,Fabric,global,4540.4,on-demand,83
2024-11-24,Azure,VMs,global,1992.45,reserved,36
2024-11-24,AWS,Snowflake,global,3274.21,reserved,52
2024-11-24,GCP,Compute Engine,global,1381.19,on-demand,43
2024-11-24,GCP,BigQuery,global,2130.74,on-demand,71
2024-11-24,GCP,Compute Engine,global,2746.08,reserved,45
2024-11-24,AWS,Snowflake,global,3901.82,on-demand,62
2024-11-25,SaaS,Databricks,global,564.31,reserved,78
2024-11-25,AWS,EC2,global,4174.47,on-demand,91
2024-11-25,Azure,VMs,global,1497.38,reserved,83
2024-11-26,Azure,Fabric,global,1848.6,reserved,62
2024-11-26,Azure,Fabric,global,3223.32,on-demand,62
2024-11-26,AWS,Kubernetes,global,3451.67,on-demand,50
2024-11-27,SaaS,Snowflake,global,3694.94,reserved,57
2024-11-27,SaaS,Databricks,global,4971.29,on-demand,69
2024-11-27,Azure,VMs,global,1709.35,on-demand,42
2024-11-27,Azure,SQL Database,global,1518.05,reserved,31
2024-11-27,AWS,Kubernetes,global,4529.54,reserved,51
2024-11-28,Azure,AKS,global,1664.17,on-demand,48
2024-11-28,GCP,BigQuery,global,3111.64,on-demand,73
2024-11-28,Azure,SQL Database,global,2496.75,reserved,57
2024-11-29,SaaS,Databricks,global,3261.0,reserved,54
2024-11-29,Azure,SQL Database,global,1012.14,reserved,38
2024-11-29,AWS,Snowflake,global,4310.59,on-demand,79
2024-11-29,Azure,AKS,global,3306.34,reserved,93
2024-11-29,SaaS,Snowflake,global,1341.37,on-demand,75
2024-11-30,GCP,BigQuery,global,1087.63,reserved,66
2024-11-30,GCP,BigQuery,global,3789.23,on-demand,34
2024-11-30,SaaS,Databricks,global,610.64,on-demand,72
2024-11-30,SaaS,Snowflake,global,3251.57,on-demand,85
2024-12-01,Azure,Fabric,global,977.93,reserved,70
2024-12-01,Azure,VMs,global,2342.93,on-demand,94
2024-12-01,Azure,VMs,global,4619.39,reserved,78
2024-12-01,SaaS,Databricks,global,3561.59,reserved,49
2024-12-01,SaaS,Snowflake,global,4192.15,on-demand,64
2024-12-01,AWS,Databricks,global,649.16,on-demand,54
2024-12-02,AWS,EC2,global,3548.25,on-demand,42
2024-12-02,SaaS,Databricks,global,2370.15,reserved,95
2024-12-02,Azure,SQL Database,global,3728.39,reserved,76
2024-12-02,SaaS,Snowflake,global,3716.8,on-demand,85
2024-12-03,SaaS,Databricks,global,1452.17,on-demand,58
2024-12-03,SaaS,Databricks,global,3633.06,reserved,84
2024-12-03,Azure,SQL Database,global,4882.28,reserved,95
2024-12-03,Azure,SQL Database,global,2054.68,on-demand,47
2024-12-04,Azure,VMs,global,2263.55,on-demand,53
2024-12-04,SaaS,Snowflake,global,2150.79,on-demand,75
2024-12-04,SaaS,Databricks,global,678.62,on-demand,40
2024-12-04,GCP,BigQuery,global,650.33,reserved,41
2024-12-04,AWS,Kubernetes,global,4164.29,on-demand,78
2024-12-05,GCP,BigQuery,global,1602.94,on-demand,54
2024-12-05,AWS,Kubernetes,global,2808.27,on-demand,30
2024-12-05,GCP,BigQuery,global,3666.97,reserved,57
2024-12-05,Azure,AKS,global,2599.72,reserved,88
2024-12-05,Azure,VMs,global,4206.71,on-demand,62
2024-12-05,Azure,SQL Database,global,3937.38,on-demand,84
2024-12-06,SaaS,Databricks,global,1793.73,on-demand,52
2024-12-06,Azure,Fabric,global,4261.05,on-demand,53
2024-12-06,GCP,Compute Engine,global,3351.24,reserved,43
2024-12-06,Azure,Fabric,global,4354.81,reserved,81
2024-12-06,AWS,Databricks,global,4430.23,on-demand,36
2024-12-07,SaaS,Snowflake,global,4658.5,reserved,30
2024-12-07,GCP,Compute Engine,global,4221.83,on-demand,51
2024-12-07,SaaS,Snowflake,global,4449.81,reserved,87
2024-12-08,GCP,BigQuery,global,1033.34,reserved,48
2024-12-08,AWS,Snowflake,global,3155.22,reserved,66
2024-12-08,AWS,EC2,global,1815.58,reserved,46
2024-12-08,GCP,BigQuery,global,4410.61,on-demand,50
2024-12-09,GCP,Compute Engine,global,4128.89,on-demand,55
2024-12-09,Azure,Fabric,global,2050.46,reserved,74
2024-12-09,AWS,EC2,global,3996.93,on-demand,79
2024-12-09,GCP,BigQuery,global,3918.93,reserved,46
2024-12-09,AWS,Databricks,global,2676.08,reserved,56
2024-12-09,GCP,Compute Engine,global,4085.72,reserved,39
2024-12-10,GCP,Compute Engine,global,1671.11,reserved,43
2024-12-10,Azure,AKS,global,3540.86,reserved,63
2024-12-10,Azure,AKS,global,3435.96,on-demand,41
2024-12-10,Azure,Fabric,global,551.11,on-demand,64
2024-12-10,Azure,AKS,global,4121.03,reserved,74
2024-12-11,Azure,SQL Database,global,3146.17,reserved,31
2024-12-11,GCP,Compute Engine,global,2727.96,on-demand,31
2024-12-11,SaaS,Databricks,global,1943.42,reserved,82
2024-12-11,Azure,SQL Database,global,2530.25,reserved,39
2024-12-11,SaaS,Snowflake,global,4553.69,reserved,94
2024-12-12,GCP,Compute Engine,global,1513.2,on-demand,58
2024-12-12,AWS,EC2,global,1998.11,on-demand,48
2024-12-12,Azure,SQL Database,global,1751.42,on-demand,65
2024-12-13,AWS,Snowflake,global,3153.29,reserved,61
